book,lex,sp,vs,vt,ctyp,cnode,ptyp,gloss,speaker,ttype,clausespeaker,clausettype
Esther9:12,ו,conj,,,WYq0,505921,CP,and,persian,discourse,persian,discourse
Esther9:12,עשׂה,verb,nif,impf,,,VP,make,persian,discourse,,
Esther9:13,אם,conj,,,AjCl,505923,CP,if,jew,discourse,jew,discourse
Esther9:13,על,prep,,,,,PP,upon,jew,discourse,,
Esther9:13,ה,art,,,,,,the,jew,discourse,,
Esther9:13,מלך,subs,,,,,,king,jew,discourse,,
Esther9:13,טוב,adjv,,,,,AdjP,good,jew,discourse,,
Esther9:13,נתן,verb,nif,impf,ZYq0,505924,VP,give,jew,discourse,jew,discourse
Esther9:13,גם,advb,,,,,AdvP,even,jew,discourse,,
Esther9:13,מחר,subs,,,,,,next day,jew,discourse,,
Esther9:13,ל,prep,,,,,PP,to,jew,discourse,,
Esther9:13,ה,art,,,,,,the,jew,discourse,,
Esther9:13,יהודי,adjv,,,,,,Jewish,jew,discourse,,
Esther9:13,אשׁר,conj,,,NmCl,505925,CP,<relative>,jew,discourse,jew,discourse
Esther9:13,ב,prep,,,,,PP,in,jew,discourse,,
Esther9:13,שׁושׁן,nmpr,,,,,,Susa,jew,discourse,,
Esther9:13,ל,prep,,,InfC,505926,VP,to,jew,discourse,jew,discourse
Esther9:13,עשׂה,verb,qal,infc,,,,make,jew,discourse,,
Esther9:13,כ,prep,,,,,PP,as,jew,discourse,,
Esther9:13,דת,subs,,,,,,orders,jew,discourse,,
Esther9:13,ה,art,,,,,,the,jew,discourse,,
Esther9:13,יום,subs,,,,,,day,jew,discourse,,
Esther9:13,ו,conj,,,WxY0,505927,CP,and,jew,discourse,jew,discourse
Esther9:13,את,prep,,,,,PP,<object marker>,jew,discourse,,
Esther9:13,עשׂרה,subs,,,,,,ten,jew,discourse,,
Esther9:13,בן,subs,,,,,,son,jew,discourse,,
Esther9:13,המן,nmpr,,,,,,Haman,jew,discourse,,
Esther9:13,תלה,verb,qal,impf,,,VP,hang,jew,discourse,,
Esther9:13,על,prep,,,,,PP,upon,jew,discourse,,
Esther9:13,ה,art,,,,,,the,jew,discourse,,
Esther9:13,עץ,subs,,,,,,tree,jew,discourse,,
